"","f","k","du","dv","interface"
"2071",0.073382316,0.053297714,8.38e-05,1.53e-05,39.609375
"2072",0.113097278,0.072905993,2.61e-05,3.93e-06,222.8710938
"2073",0.240560342,0.079835413,0.000133945,3.12e-06,220.6933594
"2074",0.113325791,0.070522366,0.002607335,5.37e-05,76.37695313
"2075",0.014819238,0.079706426,6.73e-05,3.74e-06,113.0175781
"2076",0.195615296,0.038293968,0.000410625,2.26e-06,420.1171875
"2077",0.016879679,0.016374724,0.025736388,4.38e-05,27.83203125
"2078",0.231051387,0.098124706,0.000335438,5.58e-06,292.1875
"2079",0.217046323,0.025173999,0.005536984,0.000675426,0
"2080",0.044101295,0.072171674,0.04404113,2.63e-06,5.4296875
"2081",0.208440859,0.022698146,0.001779749,0.000154887,59.74609375
"2082",0.212828507,0.052623086,0.000142109,1.01e-06,94.6875
"2083",0.048856049,0.078439208,6.02e-05,1.5e-05,97.25585938
"2084",0.078007826,0.00809368,0.002983788,0.000979994,0
"2085",0.207146492,0.027248176,0.003406471,0.000111019,73.58398438
"2086",0.132198766,0.048789318,5.26e-05,1.42e-05,135.5566406
"2087",0.248111988,0.009568777,0.000332758,0.000132993,0
"2088",0.028039715,0.06042905,0.000103034,3.31e-06,221.7480469
"2089",0.234424567,0.026268164,0.004845442,1.07e-05,93.6328125
"2090",0.198560452,0.034786656,1.71e-05,7.8e-08,7.8125
"2091",0.174801463,0.02265151,0.000312192,9.9e-07,265.2148438
"2092",0.032207312,0.068705161,1.34e-05,9.58e-06,0
"2093",0.002248697,0.064361349,0.000473562,0.000247517,0
"2094",0.154074939,0.090389377,0.00347423,3.4e-06,39.86328125
"2095",0.186049978,0.029165101,0.015717379,8.14e-05,44.40429688
"2096",0.161186572,0.07271251,0.002165084,3.67e-05,95.71289063
"2097",0.093238049,0.063805095,0.000155456,8.41e-09,9.84375
"2098",0.124403374,0.059457062,1.67e-05,1.25e-05,0
"2099",0.019892843,0.017892436,0.002205235,8.05e-05,0
"2100",0.024048512,0.059705024,0.003850128,0.000364259,20.63476563
"2101",0.206387358,0.005211289,0.000102205,9.51e-06,155.8105469
"2102",0.022124896,0.037621901,0.000285824,4.66e-05,0
"2103",0.148167297,0.073628303,0.081651211,0.000413729,7.578125
"2104",0.11905503,0.089372032,4.21e-05,2.03e-05,0
"2105",0.080622157,0.034438329,1.16e-05,1.21e-07,12.5
"2106",0.174876174,0.022982575,0.010200663,7.57e-07,4.375
"2107",0.066194642,0.061032055,0.113936399,2.39e-05,5.7421875
"2108",0.015375719,0.054674405,2.35e-05,4.64e-06,175.390625
"2109",0.075273187,0.018303279,0.001723688,3e-05,73.01757813
"2110",0.151317834,0.001769213,2.04e-05,1.11e-06,0
"2111",0.209210351,0.088048272,0.001301734,0.000183406,2.34375
"2112",0.13991962,0.012025477,0.000450604,6.36e-05,0
"2113",0.132731729,0.036918246,1.83e-06,9.98e-07,5.1953125
"2114",0.120896004,0.039157389,0.000428203,9.19e-05,0
"2115",0.066766225,0.041357831,0.000256193,2.63e-07,45.703125
"2116",0.083051966,0.048357428,0.000213995,3.92e-05,0
"2117",0.077860332,0.074351958,0.000242689,4.77e-05,73.59375
"2118",0.086528893,0.005853527,0.009403701,0.003086138,0
"2119",0.166311438,0.038248374,0.000289072,1.39e-05,213.8671875
"2120",0.11191349,0.065397597,9.35e-06,4.6e-06,0
"2121",0.05263678,0.011041865,0.000986986,0.000842237,0
"2122",0.025671392,0.057715545,0.00044324,1.43e-05,105.5761719
"2123",0.16886289,0.063723214,0.000109049,5.84e-07,7.96875
"2124",0.086349729,0.012023685,0.000320952,8.8e-05,0
"2125",0.003626863,0.004453755,0.000388621,9.14e-06,0
"2126",0.192821913,0.018193147,0.009642984,1.45e-08,5.1953125
"2127",0.048965738,0.051330634,0.001159515,1.08e-05,126.484375
"2128",0.006850714,0.080230594,0.000278453,4.23e-05,0
"2129",0.182644779,0.036937941,0.03447369,2.3e-06,4.53125
"2130",0.010990554,0.021350669,8.32e-05,8.47e-08,8.125
"2131",0.062111815,0.022938107,0.000832206,1.17e-05,140.4199219
"2132",0.189444828,0.091401109,2.17e-05,6.26e-06,0
"2133",0.16718656,0.034672379,0.001293408,3.62e-05,126.1328125
"2134",0.157560336,0.085837694,7.79e-05,5.27e-06,226.0644531
"2135",0.175059037,0.021921657,2.23e-05,2.02e-05,0
"2136",0.075473337,0.00404984,0.000328796,4.39e-06,52.55859375
"2137",0.033100221,0.049226768,2.7e-05,7.54e-06,0
"2138",0.107487268,0.010654719,9.1e-05,4.93e-06,0
"2139",0.091076202,0.089820818,0.004518755,7.21e-07,4.6484375
"2140",0.222749507,0.007692639,0.006017218,0.000794724,0
"2141",0.201628786,0.006698913,9.88e-05,4.35e-06,389.8730469
"2142",0.051240804,0.029201948,5.64e-05,1.28e-05,2.548828125
"2143",0.156898221,0.017069403,0.000490093,0.000128113,0
"2144",0.181356488,0.014745414,0.00057161,0.000120335,0
"2145",0.13962253,0.055516916,0.000120794,4.44e-06,388.7890625
"2146",0.084421703,0.079500067,0.000130913,7.64e-06,213.4375
"2147",0.161932682,0.032582291,0.000770284,3.31e-06,289.1796875
"2148",0.130704982,0.074358305,0.000770204,8.85e-06,177.578125
"2149",0.157406329,0.048959678,0.009971041,4.17e-06,8.0859375
"2150",0.199514159,0.046803137,0.001050936,3.29e-06,187.3242188
"2151",0.179734248,0.001261561,2.68e-05,3.19e-06,0
"2152",0.240716873,0.055123619,0.001083096,4.56e-06,253.1640625
"2153",0.014997028,0.070348011,0.032067053,4.07e-06,5.7421875
"2154",0.224810376,0.073317643,0.019871402,0.000145304,24.04296875
"2155",0.072141948,0.051700463,0.000122097,1.08e-05,171.4453125
"2156",0.17233722,0.049317794,0.00040103,0.000190401,0
"2157",0.135768203,0.096602709,3.38e-05,2.19e-06,5.625
"2158",0.085657784,0.061481237,0.002062339,3.94e-05,84.58007813
"2159",0.043122483,0.022814595,0.001488539,8.66e-06,80.09765625
"2160",0.247582096,0.061941726,0.000149647,4.96e-05,0
"2161",0.056816935,0.068186553,5.87e-05,3.01e-07,10
"2162",0.145481955,0.09042951,0.000850853,2.48e-05,113.9355469
"2163",0.085816587,0.00281384,0.030195281,6.43e-05,24.86328125
"2164",0.145153343,0.003637586,1.14e-05,4.44e-06,0
"2165",0.143241842,0.047400736,8.38e-05,4.11e-06,402.3144531
"2166",0.12965529,0.079299116,8.55e-05,1.44e-05,108.7597656
"2167",0.08584621,0.091616438,2.07e-05,9.21e-06,0
"2168",0.152205816,0.087142909,0.000183963,0.000147075,0
"2169",0.064418273,0.098591458,0.000300006,2.04e-05,99.8046875
"2170",0.146433149,0.051129196,2.8e-05,3.2e-07,9.84375
"2171",0.092327042,0.092538923,0.000237046,7.4e-05,0
"2172",0.067886425,0.035134672,0.001546434,5.48e-06,13.2421875
"2173",0.106505537,0.012814661,0.000104065,6.47e-06,0
"2174",0.204543656,0.035102045,0.05583664,0.032445009,0
"2175",0.157145821,0.026237604,0.000148116,5.44e-07,68.4765625
"2176",0.183246921,0.034971779,0.679913759,0.000203638,4.4140625
"2177",0.235201309,0.021739639,0.000144247,1.12e-05,247.03125
"2178",0.100393294,0.099267123,0.001108147,6.17e-06,147.7832031
"2179",0.163474047,0.009416961,0.001425734,0.000108344,0
"2180",0.234975077,0.021781402,0.001126674,1.47e-07,7.96875
"2181",0.080534445,0.050810296,0.001353292,1.81e-06,46.38671875
"2182",0.081383188,0.03128619,0.00276184,5.26e-07,4.921875
"2183",0.101519855,0.050665208,0.000554571,8.35e-07,112.5585938
"2184",0.238939466,0.046138177,0.000257677,2.58e-05,115.1660156
"2185",0.160787889,0.088648218,0.148338255,0.001256349,0
"2186",0.120637611,0.025953251,1.47e-05,3.91e-06,0
"2187",0.215514485,0.085521197,8.12e-05,6.04e-05,0
"2188",0.167246273,0.062141312,0.001940854,0.000139945,55.84960938
"2189",0.232052145,0.019224506,0.000164724,2.02e-05,168.0761719
"2190",0.077567383,0.031972649,0.002737661,1.24e-05,99.53125
"2191",0.12622809,0.056894026,0.000314102,4.35e-06,307.1191406
"2192",0.156265874,0.0946882,0.028905986,0.000500582,0
"2193",0.196355564,0.055128415,0.000465012,9.87e-06,216.3378906
"2194",0.070336263,0.050413193,0.001106023,5.07e-06,156.953125
"2195",0.05361597,0.074352258,0.081886728,0.000873359,0
"2196",0.085282631,0.02887479,0.000123059,4.53e-06,195.9960938
"2197",0.211614849,0.042209023,0.000143578,0.000143444,0
"2198",0.085499603,0.077266829,0.000251692,3.38e-05,95.80078125
"2199",0.248235997,0.091643773,0.000170497,7.1e-06,200.5566406
"2200",0.172050913,0.003301729,0.001999355,2.55e-05,143.515625
"2201",0.202331783,0.078175708,2.2e-05,3.91e-07,5.3125
"2202",0.026219119,0.061191749,0.000314149,4.78e-05,68.65234375
"2203",0.145238776,0.007431125,0.003901372,2.57e-07,4.921875
"2204",0.013039771,0.096870398,9.92e-05,9.76e-05,0
"2205",0.073124182,0.020293467,0.000882658,0.000440323,0
"2206",0.051518525,0.027989228,0.002703767,1.17e-05,60.9765625
"2207",0.119145273,0.071683696,0.018228138,0.000844684,0
"2208",0.086909958,0.024283195,1.38e-05,4.17e-06,0
"2209",0.128605832,0.006991024,0.000208414,1.91e-07,14.375
"2210",0.225514727,0.010935077,0.00157437,4.65e-05,120.2636719
"2211",0.004092322,0.022742805,0.000194817,1.22e-05,80.05859375
"2212",0.038500522,0.052347877,0.006417758,0.001971376,0
"2213",0.060962537,0.039727318,4.29e-05,4.69e-06,0
"2214",0.060736661,0.036950376,0.005237834,0.000172522,34.30664063
"2215",0.136715709,0.082619081,1.66e-05,9.69e-07,8.4375
"2216",0.236718029,0.090397579,4.84e-05,3.16e-05,0
"2217",0.245598484,0.070825716,0.00339,2.9e-05,90.4296875
"2218",0.086065222,0.040973333,6.05e-05,8.38e-06,0
"2219",0.064863624,0.005459919,8.35e-06,2.68e-06,0
"2220",0.000415268,0.05484975,0.002396077,1.9e-05,0
"2221",0.197581135,0.001727704,0.000277337,3.96e-06,426.6601563
"2222",0.125419165,0.072612252,0.000940217,2.75e-06,174.3847656
"2223",0.182554971,0.003897728,1.12e-05,3.03e-06,0
"2224",0.236696737,0.023241147,0.022116637,2.84e-05,3.203125
"2225",0.064160427,0.04609186,6.31e-07,5.23e-08,5.1953125
"2226",0.034149992,0.077874724,8.84e-05,4.12e-05,0
"2227",0.004586335,0.018638297,0.001958432,9.34e-05,21.61132813
"2228",0.084032815,0.083759817,0.013617282,0.001389496,0
"2229",0.185299453,0.022910107,8.01e-06,4.69e-06,0
"2230",0.061629913,0.025118204,0.004581414,8.44e-05,44.48242188
"2231",0.246202446,0.074817403,0.001184322,0.001008085,0
"2232",0.192646615,0.071677661,0.010274149,5.55e-05,37.87109375
"2233",0.176760012,0.065393435,6.14e-05,4.76e-05,0
"2234",0.162269316,0.064775131,8.96e-06,5.49e-06,0
"2235",0.192483083,0.068170432,0.000182523,6.21e-05,0
"2236",0.133329633,0.044717103,5.97e-05,4.41e-06,344.2675781
"2237",0.225568653,0.076398118,8.26e-05,4.37e-05,0
"2238",0.214730851,0.033553655,0.006013115,0.001118789,0
"2239",0.017069081,0.090810789,0.000349258,6.26e-06,70.0390625
"2240",0.024619854,0.015290541,3.9e-05,4.3e-06,0
"2241",0.097522646,0.031486983,9.06e-05,3.61e-05,0
"2242",0.237613695,0.0646721,0.003136568,6.81e-05,75.703125
"2243",0.03910007,0.002748824,0.000123304,2.55e-05,2.783203125
"2244",0.227071306,0.050508903,5.14e-05,1.06e-06,7.34375
"2245",0.248176298,0.066859701,0.000611726,0.000102926,0
"2246",0.247108706,0.093398101,4.1e-05,1.23e-05,0
"2247",0.227217213,0.036117513,4.37e-06,3.01e-06,0
"2248",0.098219452,0.021172217,0.000108267,4.15e-06,147.9101563
"2249",0.099859177,0.061141632,0.000189846,3.34e-06,358.8964844
"2250",0.163548416,0.041016399,0.00020128,9.52e-05,0
"2251",0.01954631,0.076418484,7.16e-05,3.79e-07,103.2617188
"2252",0.172893625,0.048639647,3.07e-05,2.17e-05,0
"2253",0.152590813,0.047300559,0.000741782,0.000140089,49.13085938
"2254",0.197318266,0.085958414,0.00160097,1.03e-05,151.2597656
"2255",0.145877305,0.098700128,0.000234594,0.000106491,0
"2256",0.191432201,0.037257305,7.14e-05,5.08e-05,0
"2257",0.197588263,0.025722511,0.006417847,0.002229439,0
"2258",0.115431725,0.021232681,1.63e-05,1.83e-06,0
"2259",0.1923478,0.056254764,0.038091079,1.72e-05,11.6015625
"2260",0.04163919,0.072756029,0.01771736,0.001974833,0
"2261",0.163986125,0.081809905,0.000146516,3.76e-06,342.4121094
"2262",0.137241597,0.06991737,0.000165427,1.74e-05,150.0683594
"2263",0.022734465,0.01797024,0.000216196,6.73e-06,4.8046875
"2264",0.040503594,0.049053959,7.88e-05,9.31e-07,449.5214844
"2265",0.227239332,0.03967077,0.000518457,2.18e-05,158.5546875
"2266",0.130564921,0.003736632,0.001085685,0.000251702,0
"2267",0.153707904,0.065193853,0.001258545,1.5e-05,146.015625
"2268",0.007661911,0.026878885,0.019604201,5.21e-05,36.2890625
"2269",0.153385258,0.07188573,0.000357021,0.000272579,0
"2270",0.177899021,0.074808931,3.41e-06,6.55e-07,0
"2271",0.086726615,0.000127654,0.00036391,5.42e-05,0
"2272",0.141649469,0.002578314,7.42e-05,1.44e-05,0
"2273",0.062552947,0.082562532,0.000223214,0.000202127,0
"2274",0.132314475,0.020108367,0.000155107,9.9e-05,0
"2275",0.08343099,0.078393701,0.000371159,0.000147551,0
"2276",0.010089046,0.028230875,0.001496474,6.88e-05,37.12890625
"2277",0.084622852,0.092118106,0.000180021,3.14e-08,7.96875
"2278",0.102684657,0.021164305,0.014203154,7.56e-06,10.6640625
"2279",0.16304458,0.047485192,0.000186306,3.94e-05,93.84765625
"2280",0.22463838,0.06769195,0.003942155,0.003068056,0
"2281",0.248765244,0.037243935,0.000692732,0.000115103,4.0625
"2282",0.051432554,0.024737958,0.00056651,7.46e-06,163.1152344
"2283",0.248082532,0.090346555,0.002497796,4.71e-05,80.00976563
"2284",0.092283859,0.015485056,0.000166487,3.25e-06,235.234375
"2285",0.013708983,0.021685816,0.00050519,1.55e-05,45.05859375
"2286",0.167483098,0.014254873,0.002426526,5.1e-06,102.109375
"2287",0.108121839,0.08879394,7.33e-05,4.44e-05,0
"2288",0.159516153,0.006069061,7.84e-05,8.11e-06,0
"2289",0.203802431,0.064090145,0.000146767,6.73e-06,298.0664063
"2290",0.130325846,0.093335668,0.00187567,2.02e-05,99.77539063
"2291",0.09002448,0.00280621,0.000183898,7.45e-05,0
"2292",0.02170611,0.074428311,0.001409318,0.000697538,0
"2293",0.115556155,0.079779403,0.000147465,3.78e-05,4.21875
"2294",0.053539708,0.091176803,0.000444139,0.000224431,0
"2295",0.030468339,0.044592119,0.008171523,9.36e-07,6.0546875
"2296",0.079500027,0.041210972,0.007815194,9.95e-06,5.8203125
"2297",0.077836563,0.072761448,1.06e-05,9.63e-07,9.21875
"2298",0.203105252,0.010146678,0.063143991,6.82e-09,4.921875
"2299",0.018553179,0.012120435,0.001072452,6.71e-07,16.4453125
"2300",0.188576121,0.026204777,1.51e-05,1.5e-05,0
"2301",0.232138835,0.022168503,0.00119656,5.04e-05,114.0722656
"2302",0.032934924,0.067313749,7.97e-05,1.74e-05,107.2070313
"2303",0.091857192,0.033256675,4.52e-06,9.83e-07,0
"2304",0.192097173,0.042209764,0.016377962,0.000183641,30.625
"2305",0.108965208,0.052767438,0.000113257,1.66e-05,131.6210938
"2306",0.239233246,0.057947477,0.00023151,3.1e-06,368.7792969
"2307",0.052262595,0.046919315,0.002152903,0.000140956,44.11132813
"2308",0.066998719,0.088235998,2.71e-05,1.68e-05,0
"2309",0.058067625,0.063937108,0.003062815,6.48e-06,41.30859375
"2310",0.041823738,0.054789057,0.000470996,1.25e-05,144.8828125
"2311",0.199247749,0.048660596,6.44e-05,2.55e-05,0
"2312",0.217600041,0.068260362,0.002005828,0.000826774,0
"2313",0.22126924,0.069642983,0.038630845,2.62e-06,4.6484375
"2314",0.199132117,0.041685272,0.004106127,0.000118883,63.33984375
"2315",0.23300671,0.062378519,0.021878845,2.68e-05,4.8828125
"2316",0.089612874,0.034992272,5.27e-05,3.08e-06,224.7167969
"2317",0.063586735,0.062622843,0.000850598,0.000152376,43.40820313
"2318",0.046450608,0.087086041,0.000904349,0.000406282,0
"2319",0.034146474,0.025795577,0.00010289,2.85e-07,257.2851563
"2320",0.247671655,0.001598494,1.35e-06,1.32e-06,0
"2321",0.204413981,0.050918916,0.000441652,1.8e-05,168.7207031
"2322",0.193606294,0.012649557,0.002121573,0.000376561,0
"2323",0.094314682,0.059760303,0.004494309,1.72e-05,55.078125
"2324",0.030350726,0.088781955,7.98e-05,1.05e-05,93.8671875
"2325",0.21802992,0.030948104,0.041869818,8.99e-05,11.34765625
"2326",0.180104246,0.052794479,8.26e-05,7.13e-08,8.90625
"2327",0.22576894,0.014265121,0.004415562,0.000866983,0
"2328",0.036457043,0.045001873,4.38e-05,4.05e-05,0
"2329",0.170255241,0.071775191,4.48e-06,1.91e-06,0
"2330",0.091210136,0.006536649,0.00061401,3.18e-05,2.939453125
"2331",0.060068436,0.087899117,0.112262091,1.43e-06,5.46875
"2332",0.155182762,0.06977224,3.95e-05,2.03e-06,281.4257813
"2333",0.13380558,0.028964795,4.83e-05,1.36e-05,0
"2334",0.079327153,0.007979924,5.77e-06,1.27e-06,0
"2335",0.202898994,0.004726653,2.27e-05,1.43e-05,0
"2336",0.209050595,0.000223358,1.73e-05,2.6e-06,0
"2337",0.081633725,0.008789613,0.003045939,7.55e-05,0
"2338",0.200107107,0.010276894,0.000649313,2.02e-06,274.6289063
"2339",0.213380699,0.00265537,1.89e-05,5.07e-07,12.1875
"2340",0.247893118,0.021812945,6.64e-06,9.19e-07,5.3125
"2341",0.077370244,0.092011432,0.000151573,3.32e-05,6.875
"2342",0.128091945,0.021725928,3.27e-05,3.18e-05,0
"2343",0.042575347,0.036008562,0.000836183,0.000358793,0
"2344",0.160987452,0.09789646,0.002015009,0.001417431,0
"2345",0.075275505,0.078040486,0.000212341,0.000129525,0
"2346",0.005006393,0.075768605,0.000600219,3.3e-05,13.29101563
"2347",0.037529835,0.000813074,1.59e-05,6.21e-06,0
"2348",0.116010652,0.055440555,0.000624571,0.000164991,41.58203125
"2349",0.029726767,0.023417901,0.000483615,2.36e-05,0
"2350",0.04497167,0.052755145,0.00435331,5.26e-05,50.3125
"2351",0.207603663,0.071272316,0.000626762,9.5e-06,188.0371094
"2352",0.247477464,0.027287359,0.000917516,5e-06,219.7167969
"2353",0.048270319,0.099857859,3.19e-06,1.38e-07,2.8125
"2354",0.09975088,0.026115715,0.001369034,6.86e-06,55.60546875
"2355",0.126666743,0.086979955,0.000800365,3.95e-07,11.25
"2356",0.064688815,0.025321879,0.000460522,1.33e-05,82.98828125
"2357",0.181900191,0.04130653,0.00451908,0.00450499,0
"2358",0.057541532,0.028673211,0.000260931,7.89e-06,120.0390625
"2359",0.141790836,0.045783843,7.15e-05,2e-06,368.0371094
"2360",0.001149073,0.087736826,0.001771301,0.000656042,0
"2361",0.038354952,0.061930372,8.27e-05,3.15e-06,273.3007813
"2362",0.059249344,0.081440675,0.026526513,0.000171011,20.46875
"2363",0.219673216,0.05326023,9.67e-05,3.22e-05,0
"2364",0.13369619,0.075317588,1.16e-05,1.07e-05,0
"2365",0.070835518,0.080752219,0.000108569,8.73e-05,0
"2366",0.094985079,0.093073062,2.66e-05,2.52e-06,219.1015625
"2367",0.132196766,0.034966428,4.46e-05,2.49e-05,0
"2368",0.194470227,0.085842698,0.003014059,6.45e-05,68.4765625
"2369",0.184780149,0.057242877,6.04e-05,2.4e-06,310.9082031
"2370",0.015711771,0.096588031,9.14e-06,2.6e-06,0
"2371",0.081557128,0.084129043,0.003356786,5.74e-06,41.42578125
"2372",0.040429111,0.070468975,3.07e-06,2.76e-07,9.375
"2373",0.114036495,0.088635714,0.000169139,7e-06,226.8945313
"2374",0.047315761,0.085255185,0.000860072,1.1e-05,94.85351563
"2375",0.047034437,0.038254649,0.002828676,5.38e-06,41.7578125
"2376",0.079297728,0.090476644,0.000240677,1.28e-06,269.6875
"2377",0.246895336,0.034949587,0.108481538,0.003582785,0
"2378",0.19178769,0.088781012,0.001380785,0.000575146,0
"2379",0.177954614,0.028080699,0.000939189,1.54e-05,181.4160156
"2380",0.051397344,0.027806761,0.025026921,7.87e-05,24.921875
"2381",0.151339454,0.019454281,0.03291877,4.9e-05,5.3125
"2382",0.249539175,0.03581511,0.000166354,4.92e-06,310.234375
"2383",0.164579372,0.056533065,3.49e-05,4.74e-06,207.6757813
"2384",0.194627184,0.057969155,0.000249046,1.42e-05,186.09375
"2385",0.092036742,0.010597792,9.82e-05,1.38e-06,340.3125
"2386",0.243747011,0.04644442,0.000512245,4.51e-08,7.65625
"2387",0.045042763,0.040815691,0.000285594,5.1e-08,10.3125
"2388",0.184756544,0.060034765,0.000217385,1.64e-05,168.2324219
"2389",0.172517021,0.055361149,0.000126082,1.51e-05,170.078125
"2390",0.04937412,0.091189684,0.00155434,8.07e-06,13.671875
"2391",0.172769087,0.047396579,0.001065779,3.54e-06,207.7441406
"2392",0.180044368,0.006314566,0.000310105,0.000103593,0
"2393",0.022842364,0.061951956,0.000147025,8.27e-06,137.9589844
"2394",0.242651351,0.024717487,0.020627063,0.000144383,30.99609375
"2395",0.027688288,0.067513095,0.002162903,4.3e-09,5.46875
"2396",0.148055382,0.061474365,1.06e-05,2.21e-06,6.25
"2397",0.141476755,0.078933656,0.000497792,0.000123996,3.4375
"2398",0.194310408,0.001544573,0.000367054,2.94e-05,5.595703125
"2399",0.196486174,0.013460222,0.001420576,4.79e-05,121.5917969
"2400",0.037172452,0.00339865,9.47e-08,8.14e-08,4.62890625
"2401",0.231526556,0.021278151,0.012099979,0.000413101,0.4296875
"2402",0.004370969,0.030491002,1.28e-05,4.36e-07,367.0507813
"2403",0.236703504,0.084143528,0.000326225,0.000212218,0
"2404",0.135636664,0.01211676,0.003379798,0.000229731,1.9140625
"2405",0.026559783,0.034964204,0.013011213,0.000101824,27.36328125
"2406",0.030242916,0.064062455,0.000673114,1.1e-05,102.0410156
"2407",0.089177882,0.077534165,0.003978895,1.78e-06,10.3125
"2408",0.218612144,0.039936095,0.000135332,8.46e-05,0
"2409",0.028995429,0.064804508,0.014610363,3.6e-05,23.3203125
"2410",0.103493124,0.09500689,3.76e-05,1.05e-05,0
"2411",0.015573921,0.080305163,0.000225317,1.29e-05,61.33789063
"2412",0.018509869,0.030030587,0.001831613,0.000383968,0
"2413",0.066192876,0.035818486,0.000710274,4.3e-06,220.6445313
"2414",0.00613351,0.025559663,1.24e-05,5.45e-06,7.8515625
"2415",0.173084706,0.050152939,0.000116045,2.09e-06,342.109375
"2416",0.196420774,0.088542984,0.000297685,2.34e-05,98.56445313
"2417",0.1708831,0.064343436,0.000506127,1.07e-05,192.8222656
"2418",0.174669985,0.040175993,6.94e-05,3.44e-06,319.6875
"2419",0.010817677,0.092168521,0.000326107,0.000214877,0
"2420",0.159116842,0.002503889,0.06650315,0.024576939,0
"2421",0.050756996,0.016564449,0.000156964,3.01e-06,46.8359375
"2422",0.107314976,0.016532276,0.052245174,0.000106166,22.3828125
"2423",0.183237896,0.041957457,0.000650693,3.77e-05,126.8164063
"2424",0.224955303,0.046455167,0.001718749,3.97e-05,109.7558594
"2425",0.10942463,0.006314912,1.69e-06,8.9e-07,0
"2426",0.189332834,0.037052067,0.005308118,4.39e-06,20.60546875
"2427",0.076110227,0.033413788,0.000139885,3.85e-06,256.6601563
"2428",0.101912666,0.088736155,6.63e-05,3.64e-06,280.4589844
"2429",0.177342754,0.029647153,1.35e-06,1.44e-07,11.09375
"2430",0.211474219,0.05699531,5.54e-06,3.95e-07,1.875
"2431",0.061528226,0.019056303,0.020182111,0.000338679,16.43554688
"2432",0.127022986,0.011451501,0.000283924,2.92e-06,368.8085938
"2433",0.134558316,0.013242362,0.012827055,3.14e-05,20.8203125
"2434",0.093655179,0.088509291,0.000466026,2.53e-07,8.515625
"2435",0.029025734,0.098982551,1.29e-06,8.32e-07,0
"2436",0.027006755,0.061381596,0.001443457,0.000922153,0
"2437",0.121603954,0.001327999,0.002565242,0.001060575,0
"2438",0.236512484,0.042465923,0.005807265,0.000188285,28.11523438
"2439",0.199819991,0.077513383,6.82e-05,2.56e-07,7.34375
"2440",0.238275599,0.00861789,0.003431239,8.09e-07,9.43359375
"2441",0.109569283,0.029799879,2.04e-05,4.41e-07,108.7890625
"2442",0.243519551,0.029959626,0.000725703,0.000122639,4.6484375
"2443",0.087668562,0.052856523,0.000113657,7.02e-05,0
"2444",0.027492535,0.086196123,0.002640483,0.000344891,15.6640625
"2445",0.035286181,0.056513846,0.000427397,9.79e-09,6.5625
"2446",0.055019963,0.038911816,0.001014957,0.000312768,0
"2447",0.123276311,0.076967474,0.000437765,1.36e-07,8.4375
"2448",0.172589602,0.077797656,0.021596295,0.000134374,22.24609375
"2449",0.116854115,0.043901021,0.000210554,0.00018643,0
"2450",0.075082603,0.001887455,0.00060998,3.11e-05,0
"2451",0.113887832,0.058029335,0.001481623,5.6e-06,124.1992188
"2452",0.130011828,0.017812117,0.001125704,2.56e-05,136.4160156
"2453",0.222391552,0.012770793,0.000405409,8.39e-07,10.46875
"2454",0.087463849,0.001428312,0.000264679,2.74e-07,97.5
"2455",0.084809011,0.09485883,1.41e-05,1.65e-06,7.34375
"2456",0.126161798,0.048442026,6.28e-05,9.93e-06,181.875
"2457",0.178808477,0.093493192,0.052481229,5.12e-05,5.15625
"2458",0.024983365,0.097379418,0.001689859,0.000382906,0
"2459",0.015058979,0.012108131,0.000561125,0.000106983,0
"2460",0.15100736,0.056243514,0.000386187,0.000194911,0
"2461",0.236608765,0.002773823,0.000343956,1.03e-05,252.9296875
"2462",0.146237793,0.014825853,0.024260753,1.4e-05,9.31640625
"2463",0.238731928,0.049230455,0.000405536,2.04e-06,292.0703125
"2464",0.073900139,0.003993929,1.46e-05,2.61e-07,69.20898438
"2465",0.043682062,0.018323563,6.08e-06,6.62e-07,3.6328125
"2466",0.192567933,0.061706071,0.002321714,2.42e-05,108.5351563
"2467",0.246613229,0.039033,0.000483812,0.000191715,0
"2468",0.112563551,0.012997942,0.000136534,2.86e-06,289.6972656
"2469",0.026186105,0.036436832,0.003721174,8.08e-05,38.52539063
"2470",0.114086865,0.033495525,0.002276605,0.000532037,0
"2471",0.208049536,0.029414316,0.001190078,0.000210285,22.11914063
"2472",0.150843052,0.002891805,9.18e-05,4.49e-05,0
"2473",0.105706451,0.068100316,0.004939601,4.13e-05,54.70703125
"2474",0.065434216,0.073826784,0.002859911,5.21e-06,41.3671875
"2475",0.040133477,0.059733732,9.58e-05,6.79e-06,212.9589844
"2476",0.0342256,0.007344836,3.91e-05,1.56e-05,3.80859375
"2477",0.159034629,0.048114623,0.014678051,0.001158463,0
"2478",0.110235078,0.077955275,9.7e-05,2.16e-06,402.34375
"2479",0.040030036,0.0821807,4.49e-05,2.82e-05,0
"2480",0.134841183,0.050975884,8.98e-05,9.34e-06,229.5019531
"2481",0.219867312,0.048413164,0.000817135,3.44e-05,122.0996094
"2482",0.054742506,0.080220958,0.006440084,3.04e-05,27.421875
"2483",0.148047714,0.027933138,0.002044695,0.001343041,0
"2484",0.156442967,0.094876988,0.018282894,6.68e-05,23.515625
"2485",0.089636756,0.096166539,1.67e-05,6.54e-06,0
"2486",0.033784766,0.003755988,1.39e-05,2.15e-06,0
"2487",0.247262278,0.084484627,0.000170067,2.05e-05,0.5859375
"2488",0.240004092,0.026205252,0.00089768,0.000614811,0
